day,rank,keyword,region,match,bid,pred_conv,pred_clicks,predicted_profit
2025-10-24,10,ai for business leaders,B,Exact match,9.385177935370866,153.7914369502542,1.0000000000001203,144.4062590148822
2025-10-25,1,ai graphic design course,A,Exact match,48.85199367995178,489.3709944071793,1.0000000000001226,440.5190007272215
2025-10-25,2,ai graphic design course,USA,Exact match,48.85199367995109,491.3667265875028,1.0000000000000089,442.51473290755126
2025-10-25,3,best place to study artificial intelligence,B,Exact match,33.95820829559665,341.20666613697597,1.0000000000002336,307.2484578413714
2025-10-25,4,best place to study artificial intelligence,USA,Exact match,33.95820829559665,343.70133136238877,1.0000000000002336,309.74312306678416
2025-10-25,5,generative ai fundamentals,A,Exact match,28.21142041024992,284.6080276616137,1.0000000000006466,256.39660725134553
2025-10-25,6,generative ai fundamentals,USA,Exact match,28.211420410246085,281.863895913622,1.000000000000007,253.6524755033757
2025-10-25,7,ai for executives,A,Exact match,24.777714874569664,264.6395317891597,1.000000000000003,239.86181691458998
2025-10-25,8,ai course for business leaders,B,Exact match,8.515330264823023,84.35402974540543,1.0000000000002334,75.83869948058042
2025-10-25,9,generative ai online courses,USA,Phrase match,7.0701581359247205,75.23073286571895,1.0000000000000018,68.16057472979422
2025-10-25,10,AI for business,USA,Phrase match,5.979912467737709,113.90986973782117,1.0000000000002012,107.92995727008226
2025-10-26,1,ai graphic design course,USA,Exact match,48.85199367995178,491.36672658750956,1.0000000000001226,442.5147329075518
2025-10-26,2,ai graphic design course,A,Exact match,48.61156526990797,487.0155049475084,0.9599374915182874,440.35144092353545
2025-10-26,3,best place to study artificial intelligence,A,Exact match,33.95820829559665,339.2109339566457,1.0000000000002336,305.25272566104115
2025-10-26,4,best place to study artificial intelligence,B,Exact match,33.958208295595284,341.2066661369626,1.0000000000000062,307.2484578413671
2025-10-26,5,generative ai fundamentals,A,Exact match,28.211420410246088,284.6080276615761,1.000000000000008,256.3966072513298
2025-10-26,6,generative ai fundamentals,USA,Exact match,28.211420410246088,281.863895913622,1.000000000000008,253.65247550337568
2025-10-26,7,ai for executives,B,Exact match,25.50566936694071,261.29374532552504,1.0000000000001128,235.78807595858146
2025-10-26,8,ai for executives,A,Exact match,24.77771487457037,264.63953178916665,1.0000000000001212,239.86181691459328
2025-10-26,9,course generator ai,A,Exact match,10.581943341563099,154.2922545077165,1.179960051944355,141.8059840927335
2025-10-26,10,AI for business,A,Exact match,9.16631461576822,141.3852171069126,1.0000000000000022,132.21890249114435
2025-10-27,1,ai graphic design course,B,Exact match,48.85199367995178,494.3603248580049,1.0000000000001226,445.5083311780471
2025-10-27,2,generative ai fundamentals,USA,Exact match,28.21142041024745,281.86389591363536,1.0000000000002345,253.6524755033813
2025-10-27,3,generative ai fundamentals,A,Exact match,28.211420410246095,284.8574941841174,1.0000000000000089,256.6460737738711
2025-10-27,4,ai for executives,B,Exact match,25.505669366940765,261.2937453255255,1.0000000000001217,235.78807595858163
2025-10-27,5,ai for executives,A,Exact match,24.77771487456969,264.63953178916,1.0000000000000075,239.86181691459012
2025-10-27,6,best place to study artificial intelligence,C,Exact match,21.8429456305053,225.0074818977336,1.0000000000000067,203.16453626722816
2025-10-27,7,ai executive education,USA,Exact match,12.382941006446694,134.8193608517334,1.0000000000000047,122.43641984528664
2025-10-27,8,ai short course,B,Exact match,12.315536238669226,145.06991317694295,1.0000000000002338,132.75437693827084
2025-10-27,9,ai executive education,A,Exact match,12.140289508989905,401.4590816571057,5.630638744012558,333.10149718425794
2025-10-27,10,best ai classes online,B,Exact match,9.600627837320534,123.63569644692781,1.0000000000002334,114.03506860960503
2025-10-28,1,ai graphic design course,USA,Exact match,48.85199367995108,491.3667265875026,1.0000000000000053,442.51473290755126
2025-10-28,2,ai graphic design course,A,Exact match,48.85199367993652,489.37099440702974,0.9999999999975806,440.5190007272114
2025-10-28,3,best place to study artificial intelligence,B,Exact match,33.95820829559526,341.2066661369624,1.0000000000000027,307.24845784136704
2025-10-28,4,best place to study artificial intelligence,B,Phrase match,29.558548660280284,315.56563170248234,1.0000000000001208,286.0070830421985
2025-10-28,5,generative ai fundamentals,USA,Exact match,28.211420410246088,281.863895913622,1.000000000000008,253.65247550337568
2025-10-28,6,ai for executives,B,Exact match,25.505669366940754,261.2937453255254,1.00000000000012,235.78807595858157
2025-10-28,7,artificial intelligence bootcamp online,A,Phrase match,18.671915345383766,199.1040269429783,1.0000000000001226,180.43211159759224
2025-10-28,8,executive education ai,A,Exact match,11.86191774499954,163.30636223089317,1.000000000000233,151.44444448589087
2025-10-28,9,ai generated courses,B,Exact match,9.663075792410874,109.48156385688402,-1.1102230246251565e-15,109.48156385688404
2025-10-28,10,generative ai courses online,B,Exact match,9.595264578991777,112.37708040299124,1.00000000000012,102.78181582399831
2025-10-29,1,generative ai fundamentals,USA,Exact match,28.211420410248646,281.86389591364707,1.0000000000004334,253.6524755033862
2025-10-29,2,generative ai fundamentals,A,Exact match,28.21142041024745,285.6058937517546,1.0000000000002345,257.39447334150054
2025-10-29,3,generative ai fundamentals,B,Exact match,28.21142041024677,283.6101615714177,1.0000000000001217,255.39874116116746
2025-10-29,4,ai for executives,B,Exact match,25.505669366941444,261.2937453255322,1.0000000000002345,235.78807595858478
2025-10-29,5,artificial intelligence bootcamp online,USA,Exact match,24.52748396544159,242.7506741817829,1.000000000000349,218.22319021633274
2025-10-29,6,ai graphic design course,USA,Exact match,21.900102935347448,227.31767117202142,-3.4909848688864598,303.7705991463753
2025-10-29,7,ai executive education,B,Exact match,12.86824400136167,158.2838883644047,1.000000000000235,145.41564436304
2025-10-29,8,ai executive education,USA,Exact match,12.291402149139236,133.92254997360658,0.9847469097074335,121.81862969127042
2025-10-29,9,executive education ai,USA,Exact match,11.376614750085947,145.33009821414362,1.000000000000233,133.953483464055
2025-10-29,10,best ai classes online,A,Exact match,9.600627837319191,122.63783035674953,1.0000000000000098,113.03720251943025
2025-10-30,1,ai graphic design course,USA,Exact match,48.781343202658896,490.67456023930725,0.9882275337376036,442.46749375373605
2025-10-30,2,ai graphic design course,B,Exact match,48.781343202658896,493.66815850980265,0.9882275337376036,445.46109202423145
2025-10-30,3,ai graphic design course,A,Exact match,48.78134320265889,488.67882805897693,0.9882275337376019,440.47176157340584
2025-10-30,4,artificial intelligence stanford online,B,Phrase match,13.52341141013205,134.70169191689354,0.9888061142900222,121.32966002849551
2025-10-30,5,executive education ai,A,Exact match,11.794694753894673,162.64777514059793,0.9887986546566343,150.98519683586122
2025-10-30,6,executive education ai,USA,Exact match,11.30937577763526,144.67135455378403,0.9887959916901305,133.48868911634082
2025-10-30,7,generative ai course online,B,Exact match,5.93556227054474,89.8770546348473,0.9888841302365486,84.0074713014748
2025-10-30,8,AI for business,USA,Phrase match,5.913204047409808,113.2563239238093,0.9888843974193356,107.40884870256887
2025-10-30,9,AI for business,B,Phrase match,5.913204047409808,109.2648595631488,0.9888843974193356,103.41738434190837
2025-10-30,10,AI for business,A,Phrase match,5.913203749483016,113.25632100500525,0.9888843477758904,107.40884637193179
2025-10-31,1,ai graphic design course,A,Exact match,48.85199367995108,489.37099440717236,1.0000000000000053,440.519000727221
2025-10-31,2,best place to study artificial intelligence,B,Exact match,33.95820829559597,341.2066661369694,1.0000000000001217,307.24845784136926
2025-10-31,3,best place to study artificial intelligence,A,Exact match,33.958208295593195,339.21093395661194,0.999999999999658,305.25272566103035
2025-10-31,4,generative ai fundamentals,USA,Exact match,28.21142041024677,281.8638959136287,1.0000000000001217,253.6524755033785
2025-10-31,5,generative ai fundamentals,A,Exact match,28.211420410246767,285.6058937517479,1.0000000000001208,257.3944733414977
2025-10-31,6,ai for executives,B,Exact match,25.50566936694006,261.2937453255186,1.0000000000000044,235.78807595857845
2025-10-31,7,ai for executives,A,Exact match,24.777714874562264,264.6395317890873,0.9999999999987703,239.8618169145555
2025-10-31,8,AI for business,B,Exact match,9.16631461577097,140.88628406185697,1.0000000000004605,131.7199694460818
2025-10-31,9,AI for business,A,Exact match,9.166314615768911,141.38521710691936,1.0000000000001172,132.21890249114938
2025-10-31,10,executive education ai,A,Phrase match,7.219606612225706,74.16876061274841,1.000000000000008,66.94915400052265
